GivenName,Surname
Erembourg,Lamare
Marshall,Sylvain
Christophe,Lavallée
Eleanor,Cinq-Mars
Jesper,Bourgeau
Étienne,Desaulniers
Annette,Lamothe
Sophie,Provencher
Ila,Bernier
Raoul,Tanguay
Alphonsine,Arnoux
Amabella,René
Bayard,Morin
Rosemarie,Ruel
Travers,Rivière
Moore,Lajoie
Fauna,Harquin
Geneviève,Cotuand
Mariette,Brousseau
Fanette,Deschamps
Eustache,Busque
Brie,Dubé
Jérôme,Cartier
Marie,Lépicier
Leala,Levasseur
Aimée,Dandonneau
Falerina,Corbin
Fabien,Trudeau
Beaufort,Flamand
Richard,Rocheleau
Gustave,Corbeil
Jay,Clavette
Marguerite,Courtois
Anton,Allard
Amedee,Leclerc
Baptiste,Leclerc
Michèle,Foucault
Cheney,Lamare
Malagigi,Therrien
Jérôme,Lamothe
Laurent,Gaudreau
Voleta,Briard
Eugène,Robitaille
Varden,Laboissonnière
Adrien,Fresne
Anastasie,Faubert
Josephe,Labossière
Victoire,Brasseur
Geoffrey,Allard
Adorlee,Cantin
Gilbert,Audibert
Fabien,Fugère
Amorette,Larocque
Ferrau,Lépicier
Gilles,Bonnet
Clémence,Saindon
Tristan,Chartré
Yvon,Lamoureux
Paul,Daigneault
Chandler,Robert
Baptiste,Jobin
Rémy,Beausoleil
Maryse,Martin
Voleta,Frappier
Delit,Devost
Fantina,Gauvin
Arnaude,Coulombe
Sidney,Thibault
Holly,Fremont
Alita,Charlebois
Fusberta,Robert
Brice,Tétrault
Verrill,Houle
Leal,Landry
Amarante,Brisette
Percy,Cyr
Karel,Gabriaux
Victorine,"de Brisay"
Amélie,Leblanc
Orva,Grivois
Morgana,Begin
Noémi,Sorel
Iven,Brochu
Bruce,Rivière
Nouel,Grignon
Gaston,Tessier
Romaine,Thivierge
Allyriane,Garnier
Adrien,Duperré
Ganelon,Desforges
Gemma,Loiseau
Véronique,Bourget
Nicolette,Rocheleau
Avenall,Guertin
Simone,Paquet
Garland,Bonsaint
Mayhew,Sylvain
Vernon,Beaujolie
Christabel,Gendron
Evrard,Bonenfant
Vaden,Séguin
Hamilton,L'Heureux
Brice,Talon
Vivienne,Cyr
Normand,Salois
Stéphane,Gamache
Robinette,"Des Meaux"
Quennel,Quiron
Louise,Chnadonnet
Hugues,Latourelle
Loyal,Poulin
Eugène,Galarneau
Agramant,DuLin
Talon,Hughes
Dorothée,Franchet
Scoville,Quirion
Warrane,Noël
Blanche,René
Latimer,Bériault
Gaetane,Auberjonois
Bernadette,Berie
Richard,Primeau
Eliot,Barrière
Didiane,Bonenfant
Vincent,Ayot
Perrin,Pelletier
Nouel,Fongemie
Garland,Aubé
Mathilde,Gaillard
Melusina,Margand
Fauna,Lavallée
Prewitt,Latourelle
Marlon,Gauthier
Édith,Tessier
Claire,Metivier
Manon,Barrientos
Aimé,Briard
Thérèse,L'Anglais
Dominique,Bousquet
Angelette,Caisse
Alexis,Goddu
Sibyla,Lamour
Odelette,Cadieux
Parfait,Lagrange
Loring,Hachée
Martine,Séguin
Paul,Parmentier
Julien,Jardine
Legget,Édouard
Thomas,Lebel
Ferrau,Quinn
Honoré,Villeneuve
Florismart,Bisson
Bevis,Guay
Maurice,Pellerin
Merci,Talon
Sennet,Ouellet
Gaston,Laforge
Raina,Chevrette
Auguste,Lajoie
Georges,Couturier
D'Arcy,Vachon
Azura,Charette
Benjamin,Lafond
Corette,Chartré
Alexandre,Louineaux
Christine,Dumoulin
Corette,Tardif
Fitz,Joly
Fabrice,Cantin
Roxanne,Étoile
Perrin,Provencher
Julien,Bonnet
Gill,Jobin
Arnaude,Paiement
Felicienne,Fouquet
Frontino,Benoit
Philippe,Lagacé
Michèle,Bordeaux
Philippe,Durepos
Loyal,Bonami
Monique,Cailot
Avelaine,Poissonnier
Berangaria,Dumont
Rachelle,Doucet
Aimé,Lanoie
Dreux,Parmentier
Édith,D'Aubigné
Methena,Melanson
Roch,Barjavel
Carolos,Michaud
Latimer,Fournier
Audrey,Lévesque
Hélène,Petit
Nadine,Roussel
Henry,Lanteigne
Arnaud,Léveillé
Laverne,Bler
Hamilton,Dennis
Ninette,Beaupré
Francis,Drouin
Sibyla,Drouin
Alexandrie,Villeneuve
Antoine,Abril
Quincy,Fréchette
Alita,Chicoine
Cosette,Francoeur
Avenall,Clavette
Valiant,Rouze
Anastasie,Lapointe
Éric,Hervieux
Marshall,Jalbert
Ormazd,Duval
Susanne,Carignan
Didier,Clavet
Maslin,Marois
Jewel,Lafond
Michel,Parent
Comforte,Lejeune
Ophelia,Corbeil
Ophelia,Simard
Charlotte,Racicot
Karel,Allain
Raymond,Dubé
Marphisa,Paradis
Adrienne,Duhamel
Jesper,Legault
Florence,Caron
Xavierre,Grivois
Alacoque,"de Brisay"
Montague,Lamour
Ophelia,Croquetaigne
Jeannine,Blanchard
Sacripant,Brasseur
Benjamin,Marleau
Alexandre,Fugère
Adrien,Labrecque
Galatee,Lussier
Evrard,Leduc
Turner,Auclair
Gaspar,Dubé
Vick,Beaudouin
Amitee,"Du Trieux"
Pauline,Parent
Suzette,Turgeon
Rachelle,Plaisance
Pascal,Guérette
Mariette,Favreau
Karel,Piedalue
Nanna,Bériault
Yves,Talon
Dreux,Croquetaigne
D'Arcy,Course
Cher,Desruisseaux
Marc,DuLin
Sibyla,Lavoie
Slainie,Bertrand
Adrien,Bonsaint
Laurene,Lefèbvre
Fabienne,Guédry
Iven,Duffet
Neville,Garreau
Andrée,Lacharité
Émile,Laux
Beltane,Boisclair
Sydney,Gregoire
Brice,Guilmette
Fayme,Bolduc
Liane,Bernier
Christian,Lang
Cerise,Deniger
Grosvenor,Lang
Chantal,Latourelle
Josette,Begin
Carole,Clavet
Catherine,Gamelin
Falerina,Deschênes
Amber,Rochefort
Anne,Bourgeau
Belisarda,Douffet
Searlas,Beaudry
Faye,Monrency
Genevre,Racicot
Nanna,Croteau
Marine,Leroux
Babette,Mothé
Armina,Thivierge
Halette,Sorel
Renée,Givry
Amabella,Lécuyer
Honoré,Cinq-Mars
Nanna,Mothé
Garland,Benjamin
Montague,Gaulin
Kerman,Lamothe
Noël,Turgeon
Valentine,Chaussée
Isaac,Marcheterre
Dominique,Jodion
Vincent,Cyr
Toussaint,Duclos
Claude,Dufresne
Nadine,Garcia
Noelle,Dubois
Barry,"Des Meaux"
Fantina,Lécuyer
Peverell,Leblanc
Oriel,Lanctot
Leone,L'Heureux
Martin,Dandonneau
Brunella,Martel
Onfroi,Cadieux
Yolande,Pelletier
Agramant,Bienvenue
Mason,Desnoyer
Lotye,Crête
Royce,Jodion
Esmeraude,Jobin
Gill,Therriault
Lance,Binet
Clémence,Lamoureux
Fabrice,Fortier
Delphine,Grandpré
Cécile,Édouard
Aubrey,Pitre
Zara,Chesnay
Merle,Leclair
Belisarda,Rochon
Gifford,D'Avis
Caresse,Chnadonnet
Millard,Chassé
Oriel,Parizeau
Quennel,Bussière
Thierry,Ferland
Pierpont,Gendron
Émilie,Lafrenière
Sumner,Hervieux
Clementine,Plourde
Oriel,Mazuret
Dorene,Allaire
Brier,LaGarde
Andrée,Beaulé
Clémence,Gauthier
Porter,Huard
Mavise,Michel
Royden,Morneau
Karel,Boisvert
Yvon,Doyon
Aubert,Robert
Madelene,Jetté
Ferrau,Gaudreau
Julie,Lanteigne
Chantal,Loiseau
Annot,Sansouci
Yvon,Moïse
Legget,Marier
Astolpho,Davignon
Sydney,Bélanger
Édith,Therriault
Hugh,Giguère
Astrid,Gareau
Sacripant,Leclair
Hortense,Jomphe
Gilbert,Beausoleil
Raison,Mailhot
Manon,Voisine
Faye,Crête
Ferrau,Bourassa
Florence,Fresne
Alaine,Rochon
Clarice,Duplanty
Prewitt,Gaillard
Tyson,Girard
Jeoffroi,Laderoute
Yves,Plaisance
Hardouin,Monjeau
Chantal,Clavet
Eglantine,Gauvin
Jay,Soucy
Crescent,Rancourt
Flordelis,Paquette
Legget,Leclair
Luc,Dufresne
Matilda,Bériault
France,Blanc
Davet,Michel
Sibyla,Truchon
Valérie,Beaudoin
Babette,Sciverit
Clarice,Garnier
Musette,"Du Trieux"
Rabican,Étoile
Michel,Vadnais
Beaufort,Mercier
Pomeroy,L'Hiver
Tearlach,Pouliotte
Granville,Noël
Rémy,D'Avis
Annette,Fecteau
Arnaud,Desroches
Alice,Lauzier
Agramant,"Du Trieux"
Millicent,Marleau
Alacoque,Loiseau
Fayette,Beaudouin
David,Lagrange
Aceline,Chatigny
Campbell,Lussier
Jérôme,Boutot
Arnaud,Audibert
Franck,Ruel
Arnaude,Dennis
Felicienne,Lamare
Peppin,Faubert
Delmar,Louis
Gaspar,Côté
Montague,Cinq-Mars
Galatee,Gosselin
Jessamine,Boucher
Karel,Parmentier
Garland,Pinette
Barry,Chevrette
Felicien,Lefèbvre
Sargent,Salmons
Orva,Covillon
Porter,Fugère
Angelique,Marchesseault
Toussaint,Blondlot
Clementine,D'Aoust
Sargent,Mazuret
Apolline,Beaudoin
Bradamate,Asselin
Nicolette,Bernard
Lothair,Audet
Esperanza,Bisaillon
Albracca,Babin
Lirienne,Bordeleau
Suzette,Despins
Alexandre,Turcotte
Lucas,Lizotte
Ambra,Moquin
David,Simon
Noelle,Bussière
Jewel,Bourque
Benoît,Austin
Auriville,Vadeboncoeur
Joanna,Favreau
Delphine,Bellemare
Burnell,Gousse
Fifi,Piedalue
Arridano,Coupart
Laverne,Forest
Ignace,Gaillard
Guerin,Monty
Barry,Bourget
Mirabelle,David
Jesper,Laramée
Donatien,Hervieux
Valiant,Ruel
Natalie,Alexandre
Vaden,Brisebois
Agramant,Brian
Paulette,Cliche
Varden,Turcotte
Anouk,Lamare
Medoro,Rocheleau
Dominic,Gabriaux
Yseult,Vaillancour
Cendrillon,Salmons
Minette,Laframboise
Dreux,Dupuy
Merci,Pariseau
Wyatt,LaCaille
Eugenia,Beaudouin
Morgana,Lambert
Clovis,Gareau
Hugh,Méthot
Nanna,Artois
Millicent,Allaire
Cammile,Course
Ferrau,Lesage
Verrill,St-Jacques
Antoinette,Charette
Aubin,Méthot
Amorette,Rhéaume
Cloridan,Édouard
Lotye,Brunelle
Onfroi,Fluet
Édouard,Roy
Charmaine,Édouard
Apolline,Flamand
Davet,Mothé
Madeleine,Méthot
Octave,Jalbert
Hélène,Labelle
Xarles,Boivin
Granville,Brochu
Éléonore,Landry
Édouard,Plaisance
Zurie,Goudreau
Roxanne,Fecteau
Ermengardi,Bourgeois
Fiacre,Arpin
Jewel,Sauriol
Adélaïde,Barjavel
Odo,Bourgeau
Grégoire,Garceau
Valérie,Desaulniers
Mignonette,Lajoie
Eugène,Babin
Forrest,Lapierre
Guy,Lefèbvre
Musette,Margand
Gill,CinqMars
Clarice,Lamarre
Onfroi,"Des Meaux"
Auriville,Rouze
Beltane,Meunier
Alice,Brousseau
Vallis,Guilmette
Victorine,Beaudouin
Yvon,Duclos
Aubine,Gauthier
Avril,Bousquet
Charles,Loiselle
Amitee,Austin
Ila,Jetté
Patrice,Austin
Marsilius,Sauriol
Carolos,"de Chateaub"
Vachel,Baron
Sébastien,Pomerleau
Voleta,Quenneville
Brice,Labonté
Archaimbau,Baril
Arienne,Primeau
Magnolia,Tremblay
Eugène,Masson
Robert,Daoust
Marlon,Desforges
Lotye,Devoe
Phillipa,Vertefeuille
Yvette,Poirier
Sidney,Laisné
Zara,Goguen
Gilbert,Édouard
Avelaine,Desforges
Talbot,LaCaille
Pierpont,Larocque
Alphonse,Quinn
Gay,Dionne
Nouel,Émond
Anastasie,Mailly
Sabine,Lamoureux
Cher,Benoit
Olivier,Tremblay
Percy,Leroy
Claude,Marceau
Maurice,Daoust
Aiglentina,Poirier
Isabelle,Allard
Huette,Robert
Martin,Baril
Agate,Potvin
Curtis,Bonenfant
Véronique,"De La Ronde"
Harcourt,Leclair
Cinderella,Dagenais
Nanna,Bizier
Romain,Ruest
Amitee,Huot
Agrican,Leduc
Marjolaine,Givry
Xavierre,Cadieux
Onfroi,Begin
Christiane,Charest
Tearlach,Devost
Astolpho,Moquin
Caroline,Daoust
Iven,Leclair
Serge,Roussel
Philippe,Pomerleau
Anastasie,Hughes
Thibaut,Cartier
Michel,Guérette
Zerbino,Thivierge
Searlait,Dennis
Mirabelle,Coupart
Ancelote,Moreau
Albracca,Fresne
Eleanor,Turcotte
Xavier,Courtemanche
Zacharie,Souplet
Seymour,Rousseau
Aubin,Bussière
Crescent,Duplanty
Legget,Vaillancour
Harriette,Bilodeau
Fleurette,Davignon
Nicolas,Pitre
Fiacre,Henrichon
Aloin,Simon
Alexandrin,Beauchesne
Lirienne,Gilbert
Ferragus,Trépanier
Gabriel,Norbert
Jeanne,D'Aoust
Étienne,Giguère
Simone,Larivière
Dalmace,Villeneuve
Rémy,Laboissonnière
Charles,Barjavel
Florence,Desilets
Marie,Guertin
Quincy,Breton
Marsilius,Bélanger
Hardouin,Leduc
Medoro,Blondlot
Babette,Fremont
Lirienne,Pelchat
Éric,Ferland
Nathalie,Chartier
Marshall,Vadeboncoeur
Marlon,Mainville
Paulette,Cliche
Algernon,Ruel
Malagigi,Pouliotte
Tristan,Bonsaint
Leroy,Rochefort
Pensee,Briard
Peverell,Leroy
Burkett,Montminy
Gemma,Mercier
Bradamate,Lanctot
Valentine,Grandpré
Anton,Caouette
Thomas,Clavette
Iva,Barrientos
Prunella,Richer
Maslin,Chauvin
Platt,Pouchard
Cheney,Garnier
Mavise,Auberjonois
Ranger,Fremont
Sumner,Brunelle
André,Boucher
Jean,Fouquet
Mireille,Allaire
Blanche,Sauvé
Gemma,Dupont
Sennet,Dionne
Robert,Chartier
Mavise,Poulin
Verney,Rousseau
Benjamin,Mothé
Arber,Guimond
Marie,Auclair
Éric,Douffet
Malagigi,Cyr
Marsilius,Deslauriers
Searlas,Huppé
Aleron,Beaudouin
Babette,LaGarde
Germain,Cantin
Amaury,Roy
Onfroi,Roussel
Delmar,Barteaux
Maslin,Gougeon
Arnou,Courcelle
Arber,Brousseau
Aimée,Racine
Louis,Rivard
Susanne,Lécuyer
Luce,Batard
Isabelle,Dennis
Patrice,Jodion
Gaston,Langlais
Apolline,Étoile
Franck,Givry
Warrane,Robitaille
Huette,Daigneault
Benjamin,Cormier
Jessamine,Lalonde
Hélène,Tachel
Soren,Rochefort
Morgana,Vadnais
Amber,Bonneville
Odelette,Benjamin
Huon,Courtois
Christian,Pariseau
Pierrette,Boulé
Jeoffroi,Mercier
Vick,Hétu
Jewel,Poirier
Lucas,Lemelin
Arridano,Authier
Noelle,Franchet
Gustave,Langlois
Fifine,Rochefort
Maurice,Begin
Lirienne,Primeau
Cinderella,Sarrazin
Ormazd,Dubois
Comforte,Leclerc
Ancelina,Berthiaume
D'Arcy,Lauzier
Harbin,Cadieux
Franck,L'Anglais
Sibyla,Rodrigue
Paien,Lauzier
Donatien,Vachon
Ray,Beausoleil
Orville,Lavoie
Eliot,Jodoin
Estelle,Desjardins
Parfait,Rivard
Georgette,Fremont
Langley,St-Pierre
Frontino,Brault
Voleta,Quirion
Tabor,Étoile
Natalie,Desjardins
Mavise,Couture
Pierre,Piedalue
Jeanette,Chalifour
Raoul,Bonnet
Ninette,Course
Trinette,Théberge
Isabelle,Chassé
Felicien,Boulanger
Lotye,Leroy
Joy,Beaulé
Théophile,Lajeunesse
Tristan,L'Heureux
Germaine,Giroux
Scoville,Sauvé
Karel,Brasseur
Hilaire,Harquin
Rachelle,Souplet
Georgette,Lajoie
Suzette,Pinneau
Lirienne,Tardif
Victoire,Lamontagne
Archaimbau,Gauvin
Quennel,Panetier
Donat,Chevrette
D'Arcy,Vadnais
Agramant,Mothé
Granville,Vallée
Laverne,Dumont
Warrane,Bourgouin
Kerman,Sciverit
Tempeste,Chauvin
Madelene,Moquin
Émilie,Beauchamps
Maryse,Fugère
Melusina,Tachel
Zdenek,Quessy
Charlotte,Allaire
Valérie,Saurel
Faye,Goudreau
Raoul,Vadeboncoeur
Fletcher,Audibert
Corette,Bouchard
Lundy,Chouinard
Lundy,CinqMars
Monique,Devost
Maryse,Neufville
William,Moïse
Percy,Caron
Olivier,Masson
Berangaria,Parenteau
Nicholas,Busson
Lundy,LaGrande
Gaspar,Desrosiers
Jean,Chartier
Maurice,Laramée
Élise,Duclos
Alexandrie,Mothé
Rosemarie,Lebrun
Nouel,Chartré
Verrill,Vertefeuille
Juliette,Marier
Orson,Fresne
Thomas,Brault
Halette,Veilleux
Edmee,Bilodeau
Allyriane,Léveillé
Liane,Boutot
Ranger,Devoe
Amabella,Goulet
Luc,Achin
Jean,Flamand
Josette,Desnoyer
Travers,Beauchemin
Vaden,Bossé
Adélaïde,Richard
Marcel,Fluet
Aurélie,Lanoie
Gauthier,Fréchette
Rosamonde,Langlais
Philippe,Reault
Adèle,Thivierge
Fitz,L'Angelier
Esmeraude,Giguère
Geoffrey,Clavet
Cheney,Tardif
Raison,Parrot
Archaimbau,Lagueux
Archaimbau,Mathieu
Julie,Patenaude
Céline,Giroux
Thibaut,Blanchard
Ila,Jodoin
Brier,Patenaude
Juliette,Morin
Warrane,Chatigny
Pierrette,Brousse
Pénélope,Jodion
Robinette,Abril
Thomas,Labrecque
Pierpont,Rodrigue
"La Roux",Fortin
Gilles,Thibault
Vick,Levasseur
Genevre,Veronneau
Mireille,Quessy
Madelene,Fluet
Saville,Chauvet
Henri,Morin
Zurie,Jobin
Faustin,Caya
Laure,Perrault
Thomas,Poirier
Lucas,Durepos
Parnella,Béland
Sidney,Hervieux
Benjamin,Séguin
Philippine,Desroches
Frédérique,Robitaille
Ansel,Martel
Malagigi,Langlais
Christien,Blanchard
Millard,Carignan
Camille,Gauthier
Roux,Bonami
William,Gagné
Mandel,Senneville
Quincy,Poirier
Fauna,Leroux
Laurent,Lepage
Nicole,Pinette
Fifine,Brault
Amélie,Hébert
Eugène,Dubeau
Leroy,Lamothe
Eugenia,Huot
Harbin,Vallée
Paulette,Blondlot
Adèle,Brunault
Maryse,Quenneville
Cerise,Deschênes
Fortun,"de Chateaub"
Yvette,Gilbert
Garland,Gladu
Florus,Chenard
Royce,Denis
Madeleine,"de Launay"
Jeanette,Cloutier
Blanche,Devoe
Namo,LaGrande
Emmeline,Mailly
Jolie,Garcia
David,Petrie
Olivie,Brousse
Florence,Vadeboncoeur
Oliver,Grondin
Édith,Rancourt
Orane,Plourde
Philippine,Bériault
Francis,Desnoyers
Rosemarie,Potvin
Villette,Huppé
Montague,Gaillou
Arnaude,Baron
David,Chnadonnet
Denise,Primeau
Marcelle,Bienvenue
Parfait,Berie
Dexter,Rocheleau
Auguste,Sylvain
Pryor,Labelle
Olivie,Foucault
Gauthier,Sabourin
Cinderella,Laforest
Jérôme,Demers
Arthur,Lépicier
Hugues,Lavallée
Prewitt,Chabot
Xavierre,Guertin
Pansy,Bérard
Apolline,Dionne
Zerbino,Bourgeois
Bernard,Chauvin
Amber,Lamy
Eglantine,Sanschagrin
Courtland,Lagueux
Florus,Laramée
Harcourt,"De La Vergne"
Isaac,Cuillerier
Clarice,Robitaille
Rive,Briard
Delmare,Gervais
Mason,Trottier
Matilda,Boutot
Jacqueline,Saurel
Gaspar,Beauchamps
Agathe,Marseau
Onfroi,Talon
Merlin,Caron
Hugh,Pirouet
Courtland,Desjardins
Tempeste,Bourgouin
Marmion,Lajoie
Prunella,Croquetaigne
Zerbino,Houde
Agate,Mothé
Eliot,Laforest
Trinette,Gilbert
Parfait,Chicoine
Josephe,Leroux
Didiane,Deslauriers
Ophelia,Gour
Zacharie,Loiselle
Benoît,Gendron
Valentine,Bernier
Gaetan,Gaulin
Namo,Arnoux
Mirabelle,Paradis
Cloridan,Batard
Malagigi,Boileau
Sacripant,Fortier
Auriville,Barjavel
Marc,Lavoie
Leal,Jodoin
Burnell,Caouette
Ferragus,Larivière
Didiane,Sanschagrin
Ferrau,Gareau
Ganelon,Barjavel
Campbell,Mireault
Jeanette,Grimard
Victor,Brisette
Christine,Chevrette
Arnou,Lemelin
Romain,Coulombe
Anaïs,Mercure
Rachelle,DuLin
Slainie,Martin
Vivienne,Sauvé
Leal,Pépin
Harriette,DuLin
Holly,Pellerin
Catherine,Huot
Jay,Beauchamps
Constance,Gingras
Dorothée,Couture
Harbin,Guibord
Harcourt,Verreau
Curtis,Rodrigue
Claude,Perrault
Fleurette,Grivois
Forrest,Beaujolie
Grosvenor,Aubin
Marcel,Norbert
Édith,Racine
Nathalie,Charest
Millard,Arcouet
Madelene,Lepage
Aleron,Lanoie
Merci,Perillard
Logistilla,Gaulin
Christien,Giguère
Audric,Chassé
Brunella,Grivois
Valiant,Beauchesne
Clovis,Barrette
Verrill,Brousse
Odette,Labossière
Avril,Caya
Cendrillon,Dupéré
Kari,Brisette
Clarimunda,Gosselin
Raison,Caron
Thomas,Cyr
Aceline,Quiron
Kerman,Echeverri
Olivier,Huppé
Andrée,Chicoine
Alexandre,Chalut
Denis,Chnadonnet
Loring,Thériault
Jewel,Auger
Nathalie,Généreux
Dominique,Mathieu
Donat,Courtemanche
Eloise,Martel
Viollette,Huot
Aya,Marcil
Orane,Ruest
Percy,Langelier
Georgette,Mathieu
Afrodille,Ménard
Etoile,Bler
Brice,Simon
Fleurette,Mouet
Namo,Brian
Mariette,Barrière
Hardouin,Ferland
Jessamine,Bertrand
Tabor,Coupart
Thérèse,Bolduc
Avent,Aubé
Langley,Daigneault
Pryor,Rousseau
Cammile,Fouquet
Galatee,Cyr
Pascaline,Pitre
Ermengardi,Vertefeuille
Amabella,Fugère
Melville,Tachel
Roslyn,Deniger
Troy,Chauvet
Pansy,Bler
Jewel,Dandonneau
Arthur,Narcisse
Cher,Jardine
Parnella,Sacré
Aya,Soucy
Charmaine,Arpin
Aymon,Collin
Melville,Carignan
Fabienne,Bordeleau
Peverell,Joly
Seymour,Veronneau
Amabella,Chicoine
Dielle,Émond
Bartlett,Compagnon
Delmare,Labossière
Sophie,Louis
Artus,Beaupré
Azura,Bilodeau
Galatee,Beaudouin
Onfroi,Primeau
Florus,Martineau
Ernest,Lalonde
Christien,Charest
Vick,Moquin
Sylvie,Robillard
Audric,Dumont
Susanne,Levasseur
Tempeste,Grignon
Archard,Benoit
Angelette,Garceau
Pierre,Marseau
Holly,Givry
Luc,Leclair
Raoul,Daoust
Pierrette,Dandonneau
Lyle,Beaulé
Tyson,Alexandre
Martine,Dupuis
Patrick,Bouchard
Flordelis,Duhamel
Philippe,Ducharme
Pierre,Chalifour
Eleanor,Brault
Brigitte,Vaillancour
Nicole,Lang
Susanne,Brisebois
René,Gamelin
Loyal,Moquin
Somer,Deserres
Frontino,Neufville
Azura,Durand
Searlas,Grondin
Loyal,Masson
Sébastien,Bossé
Paige,D'Aoust
Guerin,Sabourin
Germain,Dionne
Mignonette,Longpré
Ferrau,Bergeron
Emmeline,Fresne
Raina,Turcotte
Simone,Gervais
Pinabel,Blanc
Matthieu,Leblanc
Brigitte,Course
Alphonse,Goguen
Victor,LeBatelier
Renée,Patel
Maureen,Charpie
Desire,Leclair
Turner,Sanschagrin
Arno,Ménard
Rabican,Latourelle
Dalmace,Tanguay
Florus,Babin
Gaetan,Sauvé
Adélaïde,Fluet
Mallory,Henrichon
Valentine,Lacharité
Alaine,Michaud
Valérie,Couturier
Laurence,Laforge
Parnella,Duhamel
Dalmace,Garceau
Marc,Hughes
Gilbert,Quirion
Hugues,Laderoute
Amedee,Clavette
Xarles,Brisebois
Talon,Ruel
Sacripant,Chartré
Ganelon,Cloutier
Astrid,Legault
Sacripant,Sacré
Falerina,Louis
Bertrand,Vadnais
Christien,Talon
Karlotta,Tanguay
Coralie,Henrichon
Favor,Mireault
Pansy,CinqMars
Madeleine,Barteaux
Aleron,Dagenais
Yves,Lesage
Cloridan,Léveillé
Marmion,Abril
Ila,Lussier
Vail,Lepage
Fifi,Bois
Aurélie,Duplessis
Emmanuelle,Aubé
Juliette,Maheu
Josette,Chouinard
Xavier,Cuillerier
Emmanuel,Moreau
Aiglentina,Labrosse
Hardouin,Goddu
Jacquenett,Bertrand
Bartlett,Begin
Noelle,Salois
Sylvie,Rhéaume
Michel,Migneault
Arnou,Langlais
Mercer,Louis
Linette,Lambert
Yves,Michel
Laure,Grimard
Aubin,Laliberté
Roux,Beaudouin
Dielle,Sirois
Burnell,Lacasse
Clarimunda,David
Alexandrin,Saurel
Oliver,Lepage
Vaden,Méthot
Karel,Brousse
Fifi,Richard
Baptiste,Goguen
Ancelina,Langlois
Estelle,Beaudry
Leverett,Sevier
Gaetan,Huard
Charlotte,Bousquet
Raymond,Chastain
Paige,Baron
Marguerite,Riel
Faustin,Fongemie
Damiane,Gamelin
Avenall,Plourde
Jeanne,Chalut
Mandel,Fremont
Desire,Barteaux
Serge,Gareau
Vedette,Pellerin
Fitz,Lauzier
Philip,Quinn
Sargent,Chauvin
Arber,Vernadeau
Vaden,David
Chapin,Busque
Marphisa,Foucault
Charlotte,Lampron
Brier,Quinn
Toussaint,Labrosse
Thibaut,Pelland
Joanna,Berthelette
Zdenek,Perrault
Loring,Duval
Karlotta,Chouinard
Zoé,Deserres
Vail,Huard
Yvette,Chabot
Latimer,Dagenais
Archard,Sarrazin
Lowell,Chalut
Hugh,Doucet
Edmee,Veilleux
Lowell,Tougas
Adrien,Tisserand
Ignace,Huard
"La Roux",Charlebois
Anastasie,Turcotte
Zdenek,Bordeaux
Ambra,Corbin
Neville,Pellerin
Thierry,Jodoin
Rabican,Brousseau
Oliver,Bergeron
Bayard,Parenteau
Cher,Boucher
Karlotta,Gougeon
Lance,Baron
Philippe,Guernon
Paien,Guilmette
Marveille,Lazure
Sennet,Norbert
Josephe,Lapointe
Yvette,Moïse
Clémence,Martineau
Romaine,Noël
Raison,Marcoux
Nicholas,Leclair
Florus,Gaillard
Talbot,Aucoin
Roux,Guimond
Artus,Corbeil
Cloridan,Petrie
Olympia,René
Julie,Crête
Arienne,Moïse
Davet,Marleau
Kari,Henrichon
Tearlach,Crête
Bernard,Bernier
Demi,Lang
Véronique,Létourneau
Algernon,Lebrun
Alexandrin,Jobin
Sumner,Salmons
Adèle,Lépicier
Clothilde,Dubeau
Somer,St-Jacques
Tilly,Guibord
Adorlee,Sciverit
Noémi,Auger
Nicolette,Cadieux
Raina,Baron
Aimé,Beaulac
Tabor,Mouet
Nathalie,Moquin
Marcel,Sciverit
Laurene,Fluet
Aloin,Cartier
Matilda,Lachance
Jacqueline,Roy
Alexis,Deschênes
Vaden,Charette
Clarice,Varieur
Bertrand,Bellefeuille
Beltane,Lepage
Odo,Lanctot
Natalie,Lamare
Scoville,Foucault
Émilie,Couture
Quincy,Cliche
Elita,Covillon
Slainie,Provencher
Éléonore,Ferland
Paulette,Barrière
Daniel,Pelchat
Maurice,Migneault
Bertrand,Quessy
Malagigi,Riquier
Searlas,Dupont
Anouk,Riel
Louise,Goulet
Demi,Leroux
Claude,D'Avis
Sophie,Leclerc
Denis,Monty
Ferragus,Sacré
Cloridan,Rhéaume
Talon,Paiement
Aimé,Fremont
Loyal,Émond
Gilbert,Doyon
Grosvenor,Laramée
Huon,"Des Meaux"
Armand,Larocque
Trinette,"de Launay"
Faustin,Voisine
Ninette,Charrette
Jacques,Bellemare
Hamilton,Doucet
Ancelote,Lussier
Prewitt,Vallée
Wyatt,Bousquet
Voleta,Turgeon
Christine,Bourgeois
Talon,Lapierre
Favor,LaGrande
Harriette,Desilets
Aloin,Poirier
Laurence,Busson
Lucille,Doiron
Fleur,Chauvet
Élisabeth,Garreau
Donatien,Laliberté
Genevre,Duhamel
Raison,Soucy
Charline,Guimond
Marc,Guibord
Auda,Voisine
Avice,Caya
Frédéric,Turgeon
Gérard,Bazinet
Susanne,Routhier
Bayard,Moreau
Sumner,Bergeron
Solaine,Rouleau
Wyatt,Martin
Pascal,Angélil
Cheney,Bélanger
Émilie,Vallée
